year,plant,region_province,type,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12, percentage_per_ton 
2553,ทุเรียน,สุโขทัย,ร้อยละ, -   , -   , -   , -   , -   , 3.20 , 10.11 , 28.17 , 46.32 , 12.20 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , 137 , 432 ," 1,205 "," 1,981 ", 522 , -   , -   ," 4,277 "
2553,ทุเรียน,อุตรดิตถ์,ร้อยละ, -   , -   , -   , -   , 4.40 , 9.16 , 30.01 , 40.10 , 11.41 , 4.92 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 424 , 883 ," 2,892 "," 3,864 "," 1,100 ", 474 , -   , -   ," 9,637 "
2553,ทุเรียน,ศรีสะเกษ,ร้อยละ, -   , -   , -   , -   , 8.91 , 62.51 , 21.79 , 6.79 , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 84 , 589 , 205 , 64 , -   , -   , -   , -   , 942 
2553,ทุเรียน,นครราชสีมา,ร้อยละ, -   , -   , -   , -   , 12.25 , 30.80 , 35.51 , 21.44 , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 2 , 6 , 6 , 4 , -   , -   , -   , -   , 18 
2553,ทุเรียน,นนทบุรี,ร้อยละ, -   , -   , -   , -   , 61.09 , 38.91 , -   , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 228 , 145 , -   , -   , -   , -   , -   , -   , 373 
2553,ทุเรียน,ปราจีนบุรี,ร้อยละ, -   , -   , -   , 18.97 , 62.93 , 18.10 , -   , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , 308 ," 1,023 ", 294 , -   , -   , -   , -   , -   , -   ," 1,625 "
2553,ทุเรียน,ฉะเชิงเทรา,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2553,ทุเรียน,จันทบุรี,ร้อยละ, -   , -   , 1.00 , 31.87 , 56.37 , 10.71 , 0.05 , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   ," 2,109 "," 67,211 "," 118,879 "," 22,586 ", 105 , -   , -   , -   , -   , -   ," 210,890 "
2553,ทุเรียน,ตราด,ร้อยละ, -   , -   , 7.92 , 34.88 , 54.17 , 2.96 , 0.07 , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   ," 2,273 "," 10,012 "," 15,548 ", 850 , 20 , -   , -   , -   , -   , -   ," 28,703 "
2553,ทุเรียน,ระยอง,ร้อยละ, -   , -   , -   , 21.75 , 68.89 , 9.36 , -   , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , - ," 18,222 "," 57,716 "," 7,842 ", - , -   , -   , -   , -   , -   ," 83,780 "
2553,ทุเรียน,ชลบุรี,ร้อยละ, -   , -   , -   , -   , 78.56 , 21.44 , -   , -   , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 138 , 38 , -   , -   , -   , -   , -   , -   , 176 
2553,ทุเรียน,ประจวบคีรีขันธ์,ร้อยละ, -   , -   , 2.03 , -   , 5.84 , 52.33 , 23.04 , 4.43 , 1.46 , 8.42 , 2.45 , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , 56 , -   , 161 ," 1,441 ", 634 , 122 , 40 , 232 , 67 , -   ," 2,753 "
2553,ทุเรียน,ชุมพร,ร้อยละ, 0.05 , -   , 3.98 , 0.04 , 3.24 , 1.90 , 5.13 , 37.07 , 19.37 , 14.67 , 13.84 , 0.71 , 100.00 
2553,ทุเรียน,,ปริมาณ, 33 , -   ," 2,632 ", 26 ," 2,143 "," 1,256 "," 3,393 "," 24,515 "," 12,810 "," 9,701 "," 9,153 ", 469 ," 66,131 "
2553,ทุเรียน,ระนอง,ร้อยละ, -   , -   , -   , -   , 9.61 , 28.33 , 25.55 , 25.36 , 11.15 , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 675 ," 1,991 "," 1,796 "," 1,783 ", 784 , -   , -   , - ," 7,029 "
2553,ทุเรียน,สุราษฎร์ธานี,ร้อยละ, -   , -   , -   , -   , 0.02 , 12.05 , 34.49 , 34.37 , 12.30 , 6.77 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 6 ," 3,868 "," 11,072 "," 11,033 "," 3,949 "," 2,173 ", -   , -   ," 32,101 "
2553,ทุเรียน,พังงา,ร้อยละ, -   , -   , -   , -   , 20.44 , 53.76 , 24.50 , 1.30 , -   , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 963 ," 2,533 "," 1,154 ", 61 , -   , -   , -   , -   ," 4,711 "
2553,ทุเรียน,ภูเก็ต,ร้อยละ, -   , -   , -   , -   , 0.93 , 12.76 , 53.07 , 32.80 , 0.44 , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 9 , 128 , 531 , 328 , 4 , -   , -   , -   ," 1,000 "
2553,ทุเรียน,กระบี่,ร้อยละ, -   , -   , -   , -   , 1.64 , 3.60 , 13.11 , 61.25 , 20.40 , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , 36 , 79 , 287 ," 1,340 ", 446 , -   , -   , -   ," 2,188 "
2553,ทุเรียน,ตรัง,ร้อยละ, -   , -   , -   , -   , -   , 1.99 , 39.54 , 53.02 , 5.45 , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , 35 , 705 , 945 , 97 , -   , -   , -   ," 1,782 "
2553,ทุเรียน,นครศรีธรรมราช,ร้อยละ, 8.45 , 0.12 , -   , -   , 3.50 , 3.40 , 30.13 , 27.44 , 5.01 , 5.77 , 4.83 , 11.35 , 100.00 
2553,ทุเรียน,,ปริมาณ," 3,413 ", 49 , -   , -   ," 1,414 "," 1,373 "," 12,171 "," 11,085 "," 2,024 "," 2,331 "," 1,951 "," 4,585 "," 40,396 "
2553,ทุเรียน,พัทลุง,ร้อยละ, 17.89 , -   , -   , -   , -   , -   , 14.14 , 30.16 , 28.34 , 9.47 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, 524 , -   , -   , -   , -   , -   , 414 , 883 , 830 , 277 , -   , -   ," 2,928 "
2553,ทุเรียน,สงขลา,ร้อยละ, -   , -   , -   , -   , -   , -   , 0.99 , 86.46 , 10.23 , 2.32 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , 53 ," 4,590 ", 543 , 123 , -   , -   ," 5,309 "
2553,ทุเรียน,สตูล,ร้อยละ, -   , -   , -   , -   , -   , -   , 17.19 , 77.85 , 4.96 , -   , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , 321 ," 1,454 ", 93 , -   , -   , -   ," 1,868 "
2553,ทุเรียน,ปัตตานี,ร้อยละ, -   , -   , -   , -   , -   , -   , 24.88 , 49.03 , 18.43 , 7.66 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 1,307 "," 2,576 ", 968 , 402 , -   , -   ," 5,253 "
2553,ทุเรียน,ยะลา,ร้อยละ, -   , -   , -   , -   , -   , -   , 11.26 , 34.74 , 40.00 , 9.00 , 5.00 , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 4,413 "," 13,617 "," 15,678 "," 3,528 "," 1,960 ", -   ," 39,196 "
2553,ทุเรียน,นราธิวาส,ร้อยละ, -   , -   , -   , -   , -   , -   , 19.83 , 43.66 , 24.91 , 11.60 , -   , -   , 100.00 
2553,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 2,975 "," 6,549 "," 3,737 "," 1,740 ", -   , -   ," 15,001 "
2553,ลองกอง,รวมทั้งประเทศ, ร้อยละ , 0.81 , 0.29 , 0.03 , 0.33 , 13.21 , 22.48 , 8.03 , 20.63 , 22.57 , 10.21 , 1.17 , 0.24 , 100.00 
2553,ลองกอง,, ปริมาณ ," 1,307 ", 465 , 51 , 533 ," 21,240 "," 36,142 "," 12,910 "," 33,170 "," 36,282 "," 16,414 "," 1,874 ", 386 ," 160,774 "
2553,ลองกอง,ภาคเหนือ, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.37 , 22.24 , 46.07 , 30.32 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 170 ," 2,769 "," 5,736 "," 3,775 ", -   , -   ," 12,450 "
2553,ลองกอง,ภาคกลาง, ร้อยละ , -   , -   , -   , 0.82 , 32.31 , 54.90 , 9.06 , 2.76 , 0.15 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , 533 ," 20,921 "," 35,550 "," 5,864 "," 1,788 ", 96 , -   , -   , -   ," 64,752 "
2553,ลองกอง,ภาคใต้, ร้อยละ , 1.56 , 0.56 , 0.06 , -   , 0.38 , 0.71 , 8.23 , 34.24 , 36.44 , 15.12 , 2.24 , 0.46 , 100.00 
2553,ลองกอง,, ปริมาณ ," 1,307 ", 465 , 51 , -   , 319 , 592 ," 6,876 "," 28,613 "," 30,450 "," 12,639 "," 1,874 ", 386 ," 83,572 "
2553,ลองกอง,เชียงราย, ร้อยละ ,,,,,, -   , 9.16 , 58.38 , 28.39 , 4.07 , -   ,, 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 13 , 86 , 42 , 6 , -   , -   , 147 
2553,ลองกอง,สุโขทัย, ร้อยละ ,,,,,, -   , 6.42 , 41.52 , 44.03 , 8.03 , -   ,, 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 95 , 615 , 653 , 119 , -   , -   ," 1,482 "
2553,ลองกอง,แพร่, ร้อยละ ,,,,,,, 11.87 , 32.21 , 42.24 , 13.68 , -   ,, 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 62 , 168 , 221 , 72 , -   , -   , 523 
2553,ลองกอง,อุตรดิตถ์, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 18.45 , 46.81 , 34.74 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   ," 1,900 "," 4,820 "," 3,578 ", -   , -   ," 10,298 "
2553,ลองกอง,นครนายก, ร้อยละ , -   , -   , -   , -   , 6.75 , 38.40 , 44.18 , 10.67 , -   , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 7 , 38 , 43 , 11 , -   , -   , -   , -   , 99 
2553,ลองกอง,ปราจีนบุรี, ร้อยละ , -   , -   , -   , -   , 16.71 , 35.60 , 36.76 , 8.33 , 2.60 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 53 , 113 , 117 , 26 , 8 , -   , -   , -   , 317 
2553,ลองกอง,จันทบุรี, ร้อยละ , -   , -   , -   , 0.26 , 32.31 , 55.57 , 8.75 , 3.11 , -   , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , 136 ," 16,876 "," 29,026 "," 4,570 "," 1,624 ", -   , -   , -   , -   ," 52,232 "
2553,ลองกอง,ตราด, ร้อยละ , -   , -   , -   , 3.23 , 31.33 , 54.20 , 11.24 , -   , -   , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , 259 ," 2,510 "," 4,342 ", 900 , -   , -   , -   , -   , -   ," 8,011 "
2553,ลองกอง,ระยอง, ร้อยละ , -   , -   , -   , 3.80 , 39.98 , 53.23 , 2.99 , -   , -   , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , 138 ," 1,452 "," 1,934 ", 109 , -   , -   , -   , -   , -   ," 3,633 "
2553,ลองกอง,ชลบุรี, ร้อยละ , -   , -   , -   , -   , 11.67 , 66.67 , 21.66 , -   , -   , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 9 , 51 , 17 , -   , -   , -   , -   , -   , 77 
2553,ลองกอง,กาญจนบุรี, ร้อยละ , -   , -   , -   , -   , 6.94 , 16.49 , 27.64 , 29.13 , 19.80 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 14 , 32 , 54 , 56 , 39 , -   , -   , -   , 195 
2553,ลองกอง,ประจวบคีรีขันธ์, ร้อยละ , -   , -   , -   , -   , -   , 7.53 , 28.46 , 38.13 , 25.88 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 14 , 54 , 71 , 49 , -   , -   , -   , 188 
2553,ลองกอง,ชุมพร, ร้อยละ , -   , -   , -   , -   , -   , -   , 10.87 , 38.77 , 35.44 , 14.80 , 0.12 , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   ," 1,535 "," 5,475 "," 5,004 "," 2,090 ", 17 , -   ," 14,121 "
2553,ลองกอง,ระนอง, ร้อยละ , -   , -   , -   , -   , -   , 0.08 , 13.60 , 44.51 , 34.23 , 7.58 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 2 , 415 ," 1,358 "," 1,044 ", 232 , -   , -   ," 3,051 "
2553,ลองกอง,สุราษฎร์ธานี, ร้อยละ , -   , -   , -   , -   , -   , -   , 6.32 , 42.53 , 44.33 , 6.82 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 425 ," 2,859 "," 2,980 ", 458 , -   , -   ," 6,722 "
2553,ลองกอง,พังงา, ร้อยละ , -   , -   , -   , -   , 8.41 , 14.16 , 33.14 , 38.29 , 6.00 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 319 , 537 ," 1,257 "," 1,452 ", 227 , -   , -   , -   ," 3,792 "
2553,ลองกอง,ภูเก็ต, ร้อยละ , -   , -   , -   , -   , -   , 2.08 , 32.60 , 33.88 , 31.44 , -   , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 3 , 45 , 47 , 44 , -   , -   , -   , 139 
2553,ลองกอง,กระบี่, ร้อยละ , -   , -   , -   , -   , -   , 3.26 , 31.54 , 30.03 , 31.59 , 3.58 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 27 , 256 , 244 , 257 , 29 , -   , -   , 813 
2553,ลองกอง,ตรัง, ร้อยละ , -   , -   , -   , -   , -   , -   , 3.04 , 27.41 , 49.75 , 19.80 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 106 , 956 ," 1,736 ", 691 , -   , -   ," 3,489 "
2553,ลองกอง,นครศรีธรรมราช, ร้อยละ , 3.83 , 3.76 , 0.41 , -   , -   , -   , 6.76 , 28.02 , 36.12 , 14.95 , 3.03 , 3.12 , 100.00 
2553,ลองกอง,, ปริมาณ , 473 , 465 , 51 , -   , -   , -   , 836 ," 3,464 "," 4,466 "," 1,848 ", 375 , 386 ," 12,364 "
2553,ลองกอง,พัทลุง, ร้อยละ , 18.84 , -   , -   , -   , -   , 0.52 , 6.47 , 30.29 , 38.07 , 5.81 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , 834 , -   , -   , -   , -   , 23 , 286 ," 1,340 "," 1,685 ", 257 , -   , -   ," 4,425 "
2553,ลองกอง,สงขลา, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 17.93 , 41.75 , 39.24 , 1.08 , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 850 ," 1,978 "," 1,859 ", 51 , -   ," 4,738 "
2553,ลองกอง,สตูล, ร้อยละ , -   , -   , -   , -   , -   , -   , 3.03 , 55.92 , 34.56 , 6.49 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 140 ," 2,592 "," 1,602 ", 301 , -   , -   ," 4,635 "
2553,ลองกอง,ปัตตานี, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 33.04 , 45.52 , 20.98 , 0.46 , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 961 ," 1,325 ", 611 , 13 , -   ," 2,910 "
2553,ลองกอง,ยะลา, ร้อยละ , -   , -   , -   , -   , -   , -   , 9.51 , 16.49 , 30.00 , 30.00 , 14.00 , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 963 ," 1,670 "," 3,039 "," 3,039 "," 1,418 ", -   ," 10,129 "
2553,ลองกอง,นราธิวาส, ร้อยละ , -   , -   , -   , -   , -   , -   , 5.00 , 43.65 , 41.35 , 10.00 , -   , -   , 100.00 
2553,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 612 ," 5,345 "," 5,063 "," 1,224 ", -   , -   ," 12,244 "
2553,เงาะ, รวมทั้งประเทศ ,ร้อยละ, 0.24 , 0.03 , 0.01 , 5.86 , 38.39 , 23.10 , 14.78 , 10.32 , 6.18 , 0.65 , 0.26 , 0.18 , 100.00 
2553,เงาะ,,ปริมาณ, 828 , 107 , 1 ," 20,385 "," 133,620 "," 80,351 "," 51,424 "," 35,913 "," 21,512 "," 2,245 ", 913 , 609 ," 347,908 "
2553,เงาะ,ภาคเหนือ,ร้อยละ, -   , -   , -   , 0.02 , 3.89 , 18.45 , 46.61 , 23.64 , 7.30 , 0.09 , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , 2.00 , 374.00 ," 1,775.00 "," 4,483.00 "," 2,274.00 ", 702.00 , 9.00 , -   , -   ," 9,619 "
2553,เงาะ,ตะวันออกเฉียงเหนือ,ร้อยละ, -   , -   , 0.03 , 4.34 , 32.51 , 40.03 , 17.14 , 5.89 , 0.06 , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , 1.00 , 151.80 ," 1,136.20 "," 1,399.00 ", 599.00 , 206.00 , 2.00 , -   , -   , -   ," 3,495 "
2553,เงาะ,ภาคกลาง,ร้อยละ, -   , -   , -   , 9.11 , 59.38 , 30.57 , 0.91 , 0.01 , 0.02 , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   ," 20,182 "," 131,529 "," 67,740 "," 2,010 ", 33 , 1 , -   , -   , -   ," 221,495 "
2553,เงาะ,ภาคใต้,ร้อยละ, 0.73 , 0.09 , -   , 0.04 , 0.51 , 8.33 , 39.14 , 29.48 , 18.36 , 1.97 , 0.81 , 0.54 , 100.00 
2553,เงาะ,,ปริมาณ, 828 , 107 , -   , 49 , 581 ," 9,437 "," 44,332 "," 33,400 "," 20,807 "," 2,236 ", 913 , 609 ," 113,299 "
2553,เงาะ, เชียงราย ,ร้อยละ, -   , -   , -   , 0.04 , 4.06 , 16.11 , 33.22 , 36.38 , 10.01 , 0.18 , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , 2 , 189 , 749 ," 1,545 "," 1,692 ", 466 , 8 , -   , -   ," 4,651 "
2553,เงาะ, น่าน ,ร้อยละ, -   , -   , -   , -   , 4.40 , 25.55 , 29.28 , 29.25 , 11.32 , 0.20 , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , -   , 25 , 143 , 165 , 164 , 64 , 1 , -   , -   , 562 
2553,เงาะ, พิษณุโลก ,ร้อยละ, -   , -   , -   , -   , 3.60 , 19.90 , 62.93 , 9.58 , 3.99 , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , -   , 155 , 859 ," 2,717 ", 413 , 172 , -   , -   , -   ," 4,316 "
2553,เงาะ, อุทัยธานี ,ร้อยละ, -   , -   , -   , -   , 5.42 , 27.09 , 61.78 , 5.71 , -   , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , -   , 5 , 24 , 56 , 5 , -   , -   , -   , -   , 90 
2553,เงาะ, เลย ,ร้อยละ, -   , -   , 2.00 , 14.00 , 4.00 , 6.00 , 28.61 , 42.79 , 2.60 , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , 1 , 10 , 3 , 4 , 20 , 29 , 2 , -   , -   , -   , 69 
2553,เงาะ, หนองคาย ,ร้อยละ, -   , -   , -   , -   , -   , 20.00 , 50.00 , 30.00 , -   , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 118 , 295 , 177 , -   , -   , -   , -   , 590 
2553,เงาะ, ศรีสะเกษ ,ร้อยละ, -   , -   , -   , 5.00 , 40.00 , 45.00 , 10.00 , -   , -   , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , 142 ," 1,133 "," 1,277 ", 284 , -   , -   , -   , -   , -   ," 2,836 "
2553,เงาะ, นครนายก ,ร้อยละ, -   , -   , -   , 3.59 , 58.86 , 36.48 , 1.07 , -   , -   , -   , -   , -   , 100.00 
2553,เงาะ,,ปริมาณ, -   , -   , -   , 17 , 286 , 177 , 5 , -   , -   , -   , -   , -   , 485 
2553,เงาะ, ปราจีนบุรี ,ร้อยละ, -   , -   , -   , 4.30 , 39.40 , 49.71 , 5.44 , 1.15 , -   , -   , -   , -   , 100.00 
