year,plant,region_province,type,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12, percentage_per_ton 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , 39 , 627 , 107 , -   , -   , -   , -   , 773 
2558,ทุเรียน,ตรัง,ร้อยละ, -   , -   , -   , -   , -   , -   , 37.78 , 50.95 , 10.40 , 0.87 , -   , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , 216 , 292 , 59 , 5 , -   , -   , 572 
2558,ทุเรียน,นครศรีธรรมราช,ร้อยละ, -   , -   , -   , -   , -   , -   , 19.80 , 52.66 , 16.12 , 2.39 , 5.62 , 3.41 , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 6,083 "," 16,179 "," 4,953 ", 734 ," 1,727 "," 1,048 "," 30,724 "
2558,ทุเรียน,พัทลุง,ร้อยละ, -   , -   , -   , -   , -   , -   , 4.40 , 66.32 , 29.28 , -   , -   , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , 41 , 626 , 276 , -   , -   , -   , 943 
2558,ทุเรียน,สงขลา,ร้อยละ, 21.08 , -   , -   , -   , -   , -   , 8.01 , 34.56 , 34.65 , 1.70 , -   , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, 953 , -   , -   , -   , -   , -   , 362 ," 1,563 "," 1,567 ", 77 , -   , -   ," 4,522 "
2558,ทุเรียน,สตูล,ร้อยละ, -   , -   , -   , -   , -   , -   , 33.44 , 52.94 , 13.62 , -   , -   , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   , 348 , 551 , 142 , -   , -   , -   ," 1,041 "
2558,ทุเรียน,ปัตตานี,ร้อยละ, -   , -   , -   , -   , -   , 0.88 , 8.55 , 48.49 , 38.72 , 3.36 , -   , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , 36 , 351 ," 1,990 "," 1,589 ", 138 , -   , -   ," 4,104 "
2558,ทุเรียน,ยะลา,ร้อยละ, -   , -   , -   , -   , -   , -   , 8.44 , 69.34 , 16.12 , 1.55 , 2.00 , 2.55 , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 2,107 "," 17,311 "," 4,024 ", 387 , 499 , 637 ," 24,965 "
2558,ทุเรียน,นราธิวาส,ร้อยละ, -   , -   , -   , -   , -   , 1.24 , 4.24 , 47.21 , 41.49 , 3.31 , 2.51 , -   , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , 98 , 336 ," 3,741 "," 3,288 ", 262 , 199 , -   ," 7,924 "
2558,ทุเรียน,ภาคใต้ตอนบน,ร้อยละ, 4.84 , 3.74 , -   , -   , 0.27 , 4.66 , 14.33 , 31.38 , 23.42 , 6.37 , 6.97 , 4.02 , 100.00 
2558,ทุเรียน,,ปริมาณ," 9,274 "," 7,165 ", -   , -   , 523 ," 8,921 "," 27,450 "," 60,113 "," 44,874 "," 12,201 "," 13,358 "," 7,704 "," 191,583 "
2558,ทุเรียน,ภาคใต้ตอนล่าง,ร้อยละ, 1.22 , 1.42 , -   , -   , -   , 0.58 , 7.42 , 24.03 , 30.17 , 14.81 , 8.43 , 11.92 , 100.00 
2558,ทุเรียน,,ปริมาณ, 384 , 447 , -   , -   , -   , 182 ," 2,334 "," 7,561 "," 9,495 "," 4,659 "," 2,654 "," 3,751 "," 31,467 "
2558,ทุเรียน,3 จังหวัดชายแดนภาคใต้,ร้อยละ, -   , -   , -   , -   , -   , -   , 4.68 , 21.48 , 32.29 , 16.88 , 9.83 , 14.84 , 100.00 
2558,ทุเรียน,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 1,143 "," 5,252 "," 7,893 "," 4,126 "," 2,403 "," 3,629 "," 24,446 "
2558,ลองกอง,รวมทั้งประเทศ, ร้อยละ , -   , -   , -   , 0.02 , 1.68 , 8.06 , 10.29 , 20.63 , 40.97 , 15.36 , 2.65 , 0.34 , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , 28 ," 2,077 "," 9,985 "," 12,747 "," 25,566 "," 50,778 "," 19,041 "," 3,284 ", 426 ," 123,932 "
2558,ลองกอง,ภาคเหนือ, ร้อยละ , -   , -   , -   , -   , -   , 0.99 , 2.19 , 5.32 , 40.42 , 51.08 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 135 , 299 , 728 ," 5,526 "," 6,984 ", -   , -   ," 13,672 "
2558,ลองกอง,ภาคกลาง, ร้อยละ , -   , -   , -   , 0.09 , 6.32 , 29.99 , 36.90 , 19.40 , 4.44 , 2.86 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , 28 ," 2,077 "," 9,850 "," 12,122 "," 6,374 "," 1,459 ", 939 , -   , -   ," 32,849 "
2558,ลองกอง,ภาคใต้, ร้อยละ , -   , -   , -   , -   , -   , -   , 0.42 , 23.85 , 56.58 , 14.36 , 4.24 , 0.55 , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 326 ," 18,464 "," 43,793 "," 11,118 "," 3,284 ", 426 ," 77,411 "
2558,ลองกอง,เชียงราย, ร้อยละ , -   , -   , -   , -   , -   , -   , 3.60 , 49.07 , 42.14 , 5.19 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 11 , 146 , 125 , 15 , -   , -   , 297 
2558,ลองกอง,สุโขทัย, ร้อยละ , -   , -   , -   , -   , -   , 7.10 , 7.34 , 10.22 , 45.46 , 29.88 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 123 , 127 , 177 , 787 , 518 , -   , -   ," 1,732 "
2558,ลองกอง,แพร่, ร้อยละ , -   , -   , -   , -   , -   , 1.65 , 3.69 , 21.68 , 16.66 , 56.32 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 12 , 28 , 159 , 122 , 413 , -   , -   , 734 
2558,ลองกอง,อุตรดิตถ์, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.22 , 2.25 , 41.18 , 55.35 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 133 , 246 ," 4,492 "," 6,038 ", -   , -   ," 10,909 "
2558,ลองกอง,นครนายก, ร้อยละ , -   , -   , -   , -   , -   , -   , 22.23 , 33.32 , 44.45 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 2 , 3 , 4 , -   , -   , -   , 9 
2558,ลองกอง,ปราจีนบุรี, ร้อยละ , -   , -   , -   , -   , 2.05 , 18.01 , 32.28 , 41.30 , 5.28 , 1.08 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 4 , 36 , 64 , 83 , 11 , 2 , -   , -   , 200 
2558,ลองกอง,จันทบุรี, ร้อยละ , -   , -   , -   , 0.10 , 5.74 , 28.58 , 35.48 , 21.25 , 5.35 , 3.50 , - , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , 24 ," 1,389 "," 6,914 "," 8,584 "," 5,141 "," 1,294 ", 847 , -   , -   ," 24,193 "
2558,ลองกอง,ตราด, ร้อยละ , -   , -   , -   , 0.09 , 3.18 , 39.58 , 43.62 , 13.53 , -   , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , 4 , 146 ," 1,818 "," 2,003 ", 621 , -   , -   , -   , -   ," 4,592 "
2558,ลองกอง,ระยอง, ร้อยละ , -   , -   , -   , -   , 15.23 , 30.40 , 36.82 , 11.69 , 3.52 , 2.34 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 519 ," 1,037 "," 1,256 ", 399 , 120 , 80 , -   , -   ," 3,411 "
2558,ลองกอง,ชลบุรี, ร้อยละ , -   , -   , -   , -   , 4.04 , 10.01 , 66.99 , 18.96 , -   , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 1 , 3 , 20 , 6 , -   , -   , -   , -   , 30 
2558,ลองกอง,กาญจนบุรี, ร้อยละ , -   , -   , -   , -   , -   , 1.61 , 38.65 , 59.19 , 0.55 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , 2 , 50 , 76 , 1 , -   , -   , -   , 129 
2558,ลองกอง,ประจวบคีรีขันธ์, ร้อยละ , -   , -   , -   , -   , 6.42 , 13.86 , 50.11 , 15.84 , 10.24 , 3.53 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , 18 , 40 , 143 , 45 , 29 , 10 , -   , -   , 285 
2558,ลองกอง,ชุมพร, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 26.49 , 70.45 , 3.06 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   ," 3,817 "," 10,150 ", 441 , -   , -   ," 14,408 "
2558,ลองกอง,ระนอง, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 35.10 , 49.46 , 15.44 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 519 , 731 , 228 , -   , -   ," 1,478 "
2558,ลองกอง,สุราษฎร์ธานี, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.20 , 32.70 , 66.10 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 99 ," 2,699 "," 5,457 ", -   , -   , -   ," 8,255 "
2558,ลองกอง,พังงา, ร้อยละ , -   , -   , -   , -   , -   , -   , 1.90 , 86.10 , 12.00 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 67 ," 3,041 ", 424 , -   , -   , -   ," 3,532 "
2558,ลองกอง,ภูเก็ต, ร้อยละ , -   , -   , -   , -   , -   , -   , 5.30 , 63.90 , 30.80 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 11 , 138 , 66 , -   , -   , -   , 215 
2558,ลองกอง,กระบี่, ร้อยละ , -   , -   , -   , -   , -   , -   , 2.11 , 82.49 , 15.40 , -   , -   , -   , 100.00 
2558,ลองกอง, , ปริมาณ , -   , -   , -   , -   , -   , -   , 15 , 569 , 106 , -   , -   , -   , 690 
2558,ลองกอง,ตรัง, ร้อยละ , -   , -   , -   , -   , -   , -   , 0.71 , 13.33 , 71.07 , 14.89 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 13 , 246 ," 1,311 ", 275 , -   , -   ," 1,845 "
2558,ลองกอง,นครศรีธรรมราช, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 5.90 , 73.95 , 20.15 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 592 ," 7,418 "," 2,021 ", -   , -   ," 10,031 "
2558,ลองกอง,พัทลุง, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 58.05 , 41.95 , -   , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   ," 2,440 "," 1,763 ", -   , -   , -   ," 4,203 "
2558,ลองกอง,สงขลา, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 10.50 , 80.65 , 6.30 , 2.55 , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 660 ," 5,070 ", 396 , 160 , -   ," 6,286 "
2558,ลองกอง,สตูล, ร้อยละ , -   , -   , -   , -   , -   , -   , 6.64 , 55.12 , 36.22 , 2.02 , -   , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , 121 ," 1,008 ", 662 , 37 , -   , -   ," 1,828 "
2558,ลองกอง,ปัตตานี, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 2.32 , 30.75 , 45.89 , 21.04 , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 116 ," 1,534 "," 2,289 "," 1,050 ", -   ," 4,989 "
2558,ลองกอง,ยะลา, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 16.15 , 40.12 , 28.23 , 12.50 , 3.00 , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   ," 2,291 "," 5,691 "," 4,004 "," 1,773 ", 426 ," 14,185 "
2558,ลองกอง,นราธิวาส, ร้อยละ , -   , -   , -   , -   , -   , -   , -   , 6.00 , 62.40 , 26.10 , 5.50 , -   , 100.00 
2558,ลองกอง,, ปริมาณ , -   , -   , -   , -   , -   , -   , -   , 328 ," 3,410 "," 1,427 ", 301 , -   ," 5,466 "
2558,เงาะ, รวมทั้งประเทศ ,ร้อยละ, -   , -   , 0.01 , 4.00 , 20.14 , 32.66 , 16.00 , 15.73 , 9.79 , 1.15 , 0.52 , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , 39 ," 11,365 "," 57,219 "," 92,781 "," 45,462 "," 44,691 "," 27,822 "," 3,266 "," 1,483 ", -   ," 284,128 "
2558,เงาะ,ภาคเหนือ,ร้อยละ, -   , -   , -   , -   , -   , 4.81 , 26.91 , 43.27 , 24.82 , 0.19 , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 716 ," 4,003 "," 6,437 "," 3,693 ", 29 , -   , -   ," 14,878 "
2558,เงาะ,ตะวันออกเฉียงเหนือ,ร้อยละ, -   , -   , -   , -   , 3.17 , 22.59 , 45.24 , 28.75 , 0.25 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 116.18 , 826.00 ," 1,653.82 "," 1,051.00 ", 9.00 , -   , -   , -   ," 3,656 "
2558,เงาะ,ภาคกลาง,ร้อยละ, -   , -   , 0.02 , 6.07 , 30.49 , 48.66 , 14.21 , 0.55 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , 39 ," 11,365 "," 57,103 "," 91,116 "," 26,601 "," 1,034 ", 1 , -   , -   , -   ," 187,259 "
2558,เงาะ,ภาคใต้,ร้อยละ, -   , -   , -   , -   , -   , 0.16 , 16.86 , 46.17 , 30.79 , 4.13 , 1.89 , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 123 ," 13,204 "," 36,169 "," 24,119 "," 3,237 "," 1,483 ", -   ," 78,335 "
2558,เงาะ, เชียงราย ,ร้อยละ, -   , -   , -   , -   , -   , 5.56 , 6.14 , 45.96 , 41.89 , 0.45 , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 363 , 400 ," 2,997 "," 2,731 ", 29 , -   , -   ," 6,520 "
2558,เงาะ, พะเยา ,ร้อยละ, -   , -   , -   , -   , -   , -   , 43.40 , 42.76 , 13.84 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 41 , 40 , 13 , -   , -   , -   , 94 
2558,เงาะ, เชียงใหม่ ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 90.23 , 9.77 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   ," 1,090 ", 118 , -   , -   , -   ," 1,208 "
2558,เงาะ, แม่ฮ่องสอน ,ร้อยละ,,,,,,,, 5.56 , 94.44 ,,,, 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , 1 , 9 , -   , -   , -   , 10 
2558,เงาะ, สุโขทัย ,ร้อยละ, -   , -   , -   , -   , -   , 5.69 , 52.81 , 32.17 , 9.33 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 43 , 401 , 244 , 71 , -   , -   , -   , 759 
2558,เงาะ, น่าน ,ร้อยละ, -   , -   , -   , -   , -   , -   , 48.04 , 37.75 , 14.21 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 2,075 "," 1,630 ", 614 , -   , -   , -   ," 4,319 "
2558,เงาะ, อุตรดิตถ์ ,ร้อยละ, -   , -   , -   , -   , -   , 17.98 , 45.11 , 30.70 , 6.21 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 62 , 154 , 107 , 21 , -   , -   , -   , 344 
2558,เงาะ, พิษณุโลก ,ร้อยละ, -   , -   , -   , -   , -   , 15.18 , 58.14 , 19.33 , 7.35 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 225 , 860 , 286 , 109 , -   , -   , -   ," 1,480 "
2558,เงาะ, อุทัยธานี ,ร้อยละ, -   , -   , -   , -   , -   , 19.82 , 54.66 , 25.52 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 18 , 49 , 23 , -   , -   , -   , -   , 90 
2558,เงาะ, เพชรบูรณ์ ,ร้อยละ, -   , -   , -   , -   , -   , 9.48 , 41.39 , 35.41 , 13.72 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 5 , 23 , 19 , 7 , -   , -   , -   , 54 
2558,เงาะ, เลย ,ร้อยละ, -   , -   , -   , -   , -   , -   , 11.57 , 86.98 , 1.45 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 67 , 506 , 8 , -   , -   , -   , 581 
2558,เงาะ, หนองบัวลำภู ,ร้อยละ, -   , -   , -   , -   , -   , 1.44 , 40.65 , 52.42 , 5.50 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 7 , 9 , 1 , -   , -   , -   , 17 
2558,เงาะ, หนองคาย ,ร้อยละ, -   , -   , -   , -   , 2.77 , 22.02 , 69.43 , 5.78 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 16 , 125 , 393 , 33 , -   , -   , -   , -   , 567 
2558,เงาะ, บึงกาฬ ,ร้อยละ, -   , -   , -   , -   , 6.47 , 36.41 , 43.56 , 13.56 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 23 , 130 , 153 , 48 , -   , -   , -   , -   , 354 
2558,เงาะ, ยโสธร ,ร้อยละ, -   , -   , -   , -   , 5.94 , 35.73 , 45.64 , 12.69 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 1 , 3 , 4 , 1 , -   , -   , -   , -   , 9 
2558,เงาะ, อุบลราชธานี ,ร้อยละ, -   , -   , -   , -   , 4.96 , 13.74 , 56.29 , 25.01 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 24 , 66 , 271 , 120 , -   , -   , -   , -   , 481 
2558,เงาะ, ศรีสะเกษ ,ร้อยละ, -   , -   , -   , -   , 3.26 , 30.85 , 46.17 , 19.72 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 52 , 501 , 749 , 320 , -   , -   , -   , -   ," 1,622 "
2558,เงาะ, นครราชสีมา ,ร้อยละ, -   , -   , -   , -   , -   , 3.30 , 39.73 , 56.97 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 1 , 10 , 14 , -   , -   , -   , -   , 25 
2558,เงาะ, นครนายก ,ร้อยละ, -   , -   , -   , -   , 59.63 , 38.11 , 2.26 , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 18 , 11 , 1 , -   , -   , -   , -   , -   , 30 
2558,เงาะ, ปราจีนบุรี ,ร้อยละ, -   , -   , -   , 15.40 , 64.82 , 19.78 , -   , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , 1 , 72 , 303 , 93 , -   , -   , -   , -   , -   , -   , 469 
2558,เงาะ, จันทบุรี* ,ร้อยละ, -   , -   , -   , 3.38 , 26.36 , 48.04 , 21.28 , 0.94 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   ," 3,239 "," 25,261 "," 46,037 "," 20,393 ", 901 , -   , -   , -   , -   ," 95,831 "
2558,เงาะ, ตราด* ,ร้อยละ, -   , -   , 0.05 , 10.48 , 37.01 , 45.57 , 6.89 , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , 38 ," 8,054 "," 28,443 "," 35,023 "," 5,295 ", -   , -   , -   , -   , -   ," 76,853 "
2558,เงาะ, ระยอง* ,ร้อยละ, -   , -   , -   , -   , 22.79 , 72.94 , 4.27 , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   ," 3,065 "," 9,808 ", 574 , -   , -   , -   , -   , -   ," 13,447 "
2558,เงาะ, ชลบุรี ,ร้อยละ, -   , -   , -   , -   , 23.16 , 63.19 , 13.65 , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , 13 , 36 , 8 , -   , -   , -   , -   , -   , 57 
2558,เงาะ, กาญจนบุรี ,ร้อยละ, -   , -   , -   , -   , -   , 16.15 , 46.54 , 37.06 , 0.25 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 48 , 139 , 110 , 1 , -   , -   , -   , 298 
2558,เงาะ, ราชบุรี ,ร้อยละ, -   , -   , -   , -   , -   , 8.94 , 91.06 , -   , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 4 , 41 , -   , -   , -   , -   , -   , 45 
2558,เงาะ, เพชรบุรี ,ร้อยละ, -   , -   , -   , -   , -   , 20.17 , 69.22 , 10.61 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 32 , 115 , 17 , -   , -   , -   , -   , 164 
2558,เงาะ, ประจวบคีรีขันธ์ ,ร้อยละ, -   , -   , -   , -   , -   , 36.96 , 54.48 , 8.56 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 24 , 35 , 6 , -   , -   , -   , -   , 65 
2558,เงาะ, ชุมพร ,ร้อยละ, -   , -   , -   , -   , -   , -   , 2.17 , 67.75 , 29.58 , 0.50 , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 45 ," 1,411 ", 616 , 10 , -   , -   ," 2,082 "
2558,เงาะ, ระนอง ,ร้อยละ, -   , -   , -   , -   , -   , -   , 30.00 , 70.00 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 98 , 229 , -   , -   , -   , -   , 327 
2558,เงาะ, สุราษฎร์ธานี ,ร้อยละ, -   , -   , -   , -   , -   , -   , 23.89 , 44.55 , 27.25 , 4.31 , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   ," 9,081 "," 16,936 "," 10,358 "," 1,638 ", -   , -   ," 38,013 "
2558,เงาะ, พังงา ,ร้อยละ, -   , -   , -   , -   , -   , 1.41 , 64.56 , 34.03 ,,, -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 37 ," 1,712 ", 903 , -   , -   , -   , -   ," 2,652 "
2558,เงาะ, ภูเก็ต ,ร้อยละ, -   , -   , -   , -   , -   , 15.67 , 64.81 , 19.52 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 19 , 78 , 24 , -   , -   , -   , -   , 121 
2558,เงาะ, กระบี่ ,ร้อยละ, -   , -   , -   , -   , -   , 3.35 , 42.43 , 41.89 , 12.33 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 24 , 308 , 304 , 89 , -   , -   , -   , 725 
2558,เงาะ, ตรัง ,ร้อยละ, -   , -   , -   , -   , -   , -   , 34.15 , 64.18 , 1.67 , -   , -   ,, 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 372 , 698 , 18 , -   , -   , -   ," 1,088 "
2558,เงาะ, นครศรีธรรมราช ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 41.27 , 47.62 , 3.79 , 7.32 ,, 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   ," 7,197 "," 8,305 ", 661 ," 1,277 ", -   ," 17,440 "
2558,เงาะ, พัทลุง ,ร้อยละ, -   , -   , -   , -   , -   , -   , 35.05 , 64.95 , -   , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 612 ," 1,135 ",-1 , -   , -   , -   ," 1,746 "
2558,เงาะ, สงขลา ,ร้อยละ, -   , -   , -   , -   , -   , -   , 10.00 , 40.00 , 35.00 , 10.00 , 5.00 , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , 111 , 445 , 389 , 111 , 56 , -   ," 1,112 "
2558,เงาะ, สตูล ,ร้อยละ, -   , -   , -   , -   , -   , 2.62 , 47.98 , 40.95 , 8.45 , -   , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , 43 , 787 , 672 , 139 , -   , -   , -   ," 1,641 "
2558,เงาะ, ปัตตานี ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 11.75 , 42.09 , 41.74 , 4.42 , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , 78 , 275 , 274 , 29 , -   , 656 
2558,เงาะ, ยะลา ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 31.04 , 44.05 , 18.52 , 6.39 , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   , 589 , 836 , 352 , 121 , -   ," 1,898 "
2558,เงาะ, นราธิวาส ,ร้อยละ, -   , -   , -   , -   , -   , -   , -   , 62.80 , 35.04 , 2.16 , -   , -   , 100.00 
2558,เงาะ,,ปริมาณ, -   , -   , -   , -   , -   , -   , -   ," 5,548 "," 3,095 ", 191 , -   , -   ," 8,834 "
2558,ลิ้นจี่, ทั้งประเทศ ,ร้อยละ, -   , -   , 0.31 , 9.30 , 65.51 , 21.76 , 3.12 , -   , -   , -   , -   , -   , 100.00 
2558,ลิ้นจี่,,ปริมาณ, -   , -   , 160 ," 4,764 "," 33,545 "," 11,145 "," 1,599 ", -   , -   , -   , -   , -   ," 51,213 "
2558,ลิ้นจี่, เหนือ ,ร้อยละ, -   , -   , -   , 2.20 , 71.02 , 23.32 , 3.46 , -   , -   , -   , -   , -   , 100.00 
2558,ลิ้นจี่,,ปริมาณ, -   , -   , -   ," 1,020 "," 32,857 "," 10,789 "," 1,599 ", -   , -   , -   , -   , -   ," 46,265 "
2558,ลิ้นจี่, ตะวันออกเฉียงเหนือ ,ร้อยละ, -   , -   , -   , 18.53 , 42.90 , 38.57 , -   , -   , -   , -   , -   , -   , 100.00 
2558,ลิ้นจี่,,ปริมาณ, -   , -   , -   , 171 , 396 , 356 , -   , -   , -   , -   , -   , -   , 923 
